iter	RMSE
150	0.1046767854
151	0.1044353356
152	0.1042567826
153	0.1041677278
154	0.1039488921
155	0.1038078821
156	0.1035966441
157	0.1034247731
158	0.1032197832
159	0.1030478975
160	0.1028421845
161	0.1026410178
162	0.1024343916
163	0.1022054408
164	0.1021498083
165	0.1019958055
166	0.1018552194
167	0.1016084223
168	0.1015412977
169	0.1012354218
170	0.1011964826
171	0.1009543794
172	0.1009125168
173	0.1007521409
174	0.1007075127
175	0.1005024794
176	0.1004523109
177	0.1001634088
178	0.1001004608
179	0.09988123839
180	0.09978869019
181	0.09961201254
182	0.09956293652
183	0.09938360456
184	0.09922116275
185	0.09909031288
186	0.09885824139
187	0.09868599617
188	0.09864293813
189	0.09845973513
190	0.09825206035
191	0.09815898391
192	0.098020852
193	0.09797846816
194	0.09777163231
195	0.09756220571
196	0.09735624973
197	0.09711927929
198	0.09693860205
199	0.09673150531
200	0.09654882421
201	0.09637727071
202	0.09629966267
203	0.0960668521
204	0.09587578529
205	0.09565528298
206	0.09544699221
207	0.09536816422
208	0.09516786107
209	0.09501816481
210	0.09487786873
211	0.09471143895
212	0.09455424186
213	0.09439982817
214	0.09433243768
215	0.09429306341
216	0.09404962426
217	0.09393768109
218	0.09390202836
219	0.09371892125
220	0.09353639344
221	0.09334348954
222	0.09315347811
223	0.0930046289
224	0.09282969785
225	0.09279983185
226	0.09264580476
227	0.09250748998
228	0.09239021754
229	0.09234298507
230	0.09217962419
231	0.09202832235
232	0.09179067774
233	0.09173760242
234	0.09170766677
235	0.09160971065
236	0.09158070982
237	0.09155261889
238	0.0914050345
239	0.09124743688
240	0.0910948617
241	0.09094127769
242	0.09091453104
243	0.0907273161
244	0.09057724376
245	0.09053382658
246	0.09049413016
247	0.09045808874
248	0.09024599933
249	0.09008551436
250	0.08993770604
251	0.08991710594
252	0.08976557721
253	0.08965680137
254	0.08963868219
255	0.0894304916
256	0.08929415319
257	0.08915137315
258	0.08895580017
259	0.08879586002
260	0.08867618005
261	0.08855637069
262	0.08847996806
263	0.08836017944
264	0.08834336773
265	0.0882213648
266	0.08809966723
267	0.08793813115
268	0.08782550307
269	0.08769377119
270	0.08751797036
271	0.08742520052
272	0.08730350314
273	0.0872536131
274	0.08714256652
275	0.0870316168
276	0.08687644962
277	0.08672356992
278	0.08660430811
279	0.08648974765
280	0.08636388558
281	0.08625875173
282	0.08615931002
283	0.08599544837
284	0.08591763453
285	0.08588579043
286	0.08586561058
287	0.08574015187
288	0.08557265548
289	0.0855542177
290	0.08541855166
291	0.08539560587
292	0.08524095241
293	0.08521573297
294	0.08504836931
295	0.08495132223
296	0.08484013093
297	0.08470136565
298	0.0846051484
299	0.08447673404
300	0.08440790699
301	0.08439236131
302	0.08421214996
303	0.08419567547
304	0.08418103239
305	0.08403659287
306	0.08397319744
307	0.08393448242
308	0.08391914276
309	0.08379466617
310	0.08367941465
311	0.08350367883
312	0.08336047042
313	0.08325930914
314	0.08315651337
315	0.08302239452
316	0.08291572102
317	0.08280705822
318	0.08276417186
319	0.08272508255
320	0.08263471482
321	0.08261889694
322	0.08256404481
323	0.08251271309
324	0.0824022081
325	0.08229109208
326	0.082151018
327	0.08203875902
328	0.08192213846
329	0.08182670168
330	0.08168948331
331	0.08159262574
332	0.08147916479
333	0.08146661417
334	0.08135954517
335	0.08134845487
336	0.08125783205
337	0.08116430919
338	0.08104068222
339	0.08096053132
340	0.08090339317
341	0.08084639682
342	0.08071995545
343	0.0806044805
344	0.08056371572
345	0.08055209175
346	0.08046191195
347	0.08041403612
348	0.08031500684
349	0.08015485962
350	0.08004212706
351	0.08000583994
352	0.07994024359
353	0.07980698013
354	0.07971435838
355	0.07970480629
356	0.07961102732
357	0.07947568125
358	0.07941957686
359	0.07933144152
360	0.07921157832
361	0.07908563254
362	0.0790739806
363	0.07900454505
364	0.07887505917
365	0.07875294923
366	0.07862429104
367	0.07853132488
368	0.07849312376
369	0.07848282163
370	0.07840474365
371	0.07830651154
372	0.07824627824
373	0.07817687422
374	0.07813383268
375	0.07800449217
376	0.07799573656
377	0.07794774218
378	0.07782183412
379	0.07781229271
380	0.0776951537
381	0.07759156304
382	0.07745889623
383	0.07744655996
384	0.07734449069
385	0.07724479362
386	0.07723069229
387	0.07710501817
388	0.07703961657
389	0.07691027828
390	0.07681779668
391	0.07675339412
392	0.0766684632
393	0.07657514728
394	0.07649642137
395	0.07641280702
396	0.07632658966
397	0.07624075648
398	0.07614337391
399	0.0760524258
400	0.07598208405
401	0.07586988644
402	0.07573577899
403	0.07567579789
404	0.07552680496
405	0.07546587615
406	0.07539794797
407	0.07524740019
408	0.0751502336
409	0.07504358382
410	0.0749516962
411	0.07486591344
412	0.07482076163
413	0.07481225133
414	0.07466229202
415	0.07458797364
416	0.07449469261
417	0.07440844745
418	0.07429741868
419	0.07423496716
420	0.07410033092
421	0.07408956381
422	0.07401966524
423	0.07391969262
424	0.07386813392
425	0.07377404837
426	0.07368329211
427	0.07354941056
428	0.07350593789
429	0.0734986605
430	0.07336355651
431	0.07327129727
432	0.07317605874
433	0.07316618605
434	0.07309094437
435	0.07300273056
436	0.07294630084
437	0.07283087148
438	0.07282411423
439	0.0727638292
440	0.07267063726
441	0.07258826679
442	0.07245176941
443	0.07240820115
444	0.0722863768
445	0.07228055629
446	0.07222572388
447	0.0721749051
448	0.0720273905
449	0.07195167395
450	0.07184390085
451	0.0717540559
452	0.07168323123
453	0.07161242853
454	0.0715093731
455	0.07144333834
456	0.07136271289
457	0.07128310786
458	0.07119780339
459	0.07114669278
460	0.07114075145
461	0.0711103523
462	0.07101237168
463	0.0709164556
464	0.07084641624
465	0.07079985841
466	0.0707325856
467	0.07072700944
468	0.07066255283
469	0.07057406752
470	0.0704921116
471	0.07044583192
472	0.07036380085
473	0.07029803092
474	0.07018905485
475	0.07009999323
476	0.06998178334
477	0.06990530554
478	0.06982402479
479	0.06973074902
480	0.06969816795
481	0.06962614426
482	0.06951445383
483	0.06948334888
484	0.06943136692
485	0.06935027762
486	0.06928319013
487	0.06920352848
488	0.06913014421
489	0.06906246706
490	0.06898508065
491	0.06893447846
492	0.06885396669
493	0.06879007888
494	0.06872635283
495	0.06870537539
496	0.06867400082
497	0.06857226113
498	0.0685264204
499	0.06846513975
500	0.06843692194
501	0.06836868842
502	0.0682692826
503	0.06815922181
504	0.06812148629
505	0.06805661246
506	0.06799611401
507	0.0678897547
508	0.06780651496
509	0.06773280853
510	0.06762492039
511	0.06754878759
512	0.06749952224
513	0.06741474299
514	0.06734166004
515	0.06727409045
516	0.06719731325
517	0.06712116899
518	0.06703872334
519	0.06699148125
520	0.06693213716
521	0.06686463057
522	0.06680849777
523	0.06672172403
524	0.06664109817
525	0.06654380088
526	0.06651648247
527	0.06644025192
528	0.06637421939
529	0.06634700139
530	0.06628640365
531	0.0662067929
532	0.06616542968
533	0.06610369269
534	0.06602821678
535	0.06598076291
536	0.06587430103
537	0.06582550617
538	0.06576695317
539	0.06564286598
540	0.06555896758
541	0.06549039797
542	0.06540243566
543	0.06534904852
544	0.06530179228
545	0.06523144032
546	0.06513007865
547	0.06508021329
548	0.0650124
549	0.06500828731
550	0.06495657055
551	0.06490433672
552	0.06486710837
553	0.06479875675
554	0.06477357165
555	0.06472970039
556	0.06463121771
557	0.06458251083
558	0.06455274427
559	0.06447945858
560	0.06441184251
561	0.06434331668
562	0.06426126189
563	0.06423748177
564	0.06413716439
565	0.06411524061
566	0.06410789951
567	0.06402894624
568	0.06394913196
569	0.06388151624
570	0.06382004198
571	0.06374978464
572	0.0636824013
573	0.06363476815
574	0.06358816473
575	0.06349213892
576	0.06344161159
577	0.06342722545
578	0.06339860229
579	0.06335214142
580	0.06333896841
581	0.06329132077
582	0.06328577508
583	0.06320888146
584	0.06313930797
585	0.06312677208
586	0.06308806041
587	0.063068203
588	0.06301720307
589	0.06296415322
590	0.06291203337
591	0.06283978515
592	0.06277006386
593	0.06271051202
594	0.06264826862
595	0.06260241802
596	0.06255119924
597	0.06248132385
598	0.0623741472
599	0.06229809628
600	0.06221452035
601	0.06217204582
602	0.06210461618
603	0.0620395774
604	0.0619761414
605	0.06193596797
606	0.0618864948
607	0.06179973432
608	0.06172024435
609	0.06166959248
610	0.06159776328
611	0.0614937559
612	0.06142545427
613	0.06135417826
614	0.06128769554
615	0.06121619954
616	0.06120437867
617	0.06115644669
618	0.061084523
619	0.06102513936
620	0.06097860706
621	0.06094593159
622	0.06091552801
623	0.06082626216
624	0.06076457772
625	0.06067491454
626	0.0606115857
627	0.06053137724
628	0.06048627708
629	0.06044840111
630	0.06042189372
631	0.06037597042
632	0.06032832464
633	0.06028924144
634	0.06022613805
635	0.06018725074
636	0.06015466887
637	0.06010293827
638	0.06002899883
639	0.05996904053
640	0.0599203332
641	0.05988281454
642	0.05981376507
643	0.05975572045
644	0.05970126591
645	0.05963995544
646	0.05961337602
647	0.05955147083
648	0.05950304689
649	0.05949301273
650	0.05941309187
651	0.05936720374
652	0.0593023144
653	0.05926531811
654	0.05918050612
655	0.05914508551
656	0.05905610943
657	0.05899640728
658	0.0589634891
659	0.05891548664
660	0.05886139898
661	0.0588305414
662	0.05876574884
663	0.05870473304
664	0.05862341927
665	0.05856256809
666	0.05853170071
667	0.05846766607
668	0.05845840693
669	0.05840353978
670	0.05835245284
671	0.05830638431
672	0.05824784532
673	0.05818723526
674	0.05815817729
675	0.05806755771
676	0.05799048878
677	0.05793976096
678	0.05788563098
679	0.05783056917
680	0.05776109022
681	0.0577070407
682	0.05762669543
683	0.05756454149
684	0.0574955777
685	0.05745939619
686	0.05740401364
687	0.05738753937
688	0.05732312935
689	0.05727785586
690	0.05721294729
691	0.05721014482
692	0.05718997654
693	0.05711012428
694	0.05704074767
695	0.05697036943
696	0.05691869784
697	0.05685147646
698	0.0568166743
699	0.05674360691
700	0.05666839285
701	0.05660413573
702	0.05656929568
703	0.05653485937
704	0.05647138345
705	0.05640608969
706	0.05637438688
707	0.05634011451
708	0.05628033278
709	0.05621514914
710	0.05618027439
711	0.05614010445
712	0.0561205316
713	0.05606877605
714	0.05597608398
715	0.05595165351
716	0.05590237809
717	0.05585249462
718	0.05577932117
719	0.0557300252
720	0.05567843535
721	0.05561261497
722	0.05561000806
723	0.05559327539
724	0.05553588955
725	0.05546918581
726	0.05545475958
727	0.05538843434
728	0.05532159214
729	0.0552610893
730	0.05519033667
731	0.05514890194
732	0.05511590932
733	0.0551101326
734	0.05505599528
735	0.05500656382
736	0.05497590697
737	0.05490464918
738	0.05484180136
739	0.0548026947
740	0.05479473831
741	0.05473703666
742	0.054686837
743	0.05464215183
744	0.05456792453
745	0.05453738419
746	0.05452022079
747	0.05445250352
748	0.05435486132
749	0.05428486538
750	0.05421780231
751	0.05417034596
752	0.05416594482
753	0.05409176166
754	0.05403667073
755	0.05397047116
756	0.05392613434
757	0.05389017412
758	0.05382654673
759	0.05378435591
760	0.05373514201
761	0.0536887711
762	0.0536547217
763	0.05360109646
764	0.05358541862
765	0.05352074224
766	0.05347487228
767	0.05343095813
768	0.05339243603
769	0.05334062802
770	0.05328053489
771	0.05323936772
772	0.05316708416
773	0.05309744842
774	0.05307104981
775	0.05301148309
776	0.05294915603
777	0.05289969361
778	0.05281271424
779	0.05275964076
780	0.05274469733
781	0.05271396227
782	0.05267081511
783	0.05260274521
784	0.05257295852
785	0.05253337485
786	0.05251226862
787	0.05246006297
788	0.0524065861
789	0.05235480366
790	0.05233547636
791	0.05232353612
792	0.05225628569
793	0.05221149595
794	0.0521525106
795	0.05209417842
796	0.05206801914
797	0.0520074776
798	0.05194877581
799	0.05188129973
800	0.05181518485
801	0.05176968268
802	0.05171708549
803	0.0516642436
804	0.05162606703
805	0.05162218727
806	0.05161293311
807	0.05157939337
808	0.05155604423
809	0.05152144238
810	0.05146763458
811	0.05146112534
812	0.0514568813
813	0.05141658669
814	0.05140308309
815	0.05136237844
816	0.05130639203
817	0.05126273154
818	0.05123272697
819	0.05119326648
820	0.05116372863
821	0.05111555037
822	0.0511115028
823	0.05109516862
824	0.05105841431
825	0.05101890537
826	0.05098442
827	0.050921459
828	0.05091861937
829	0.05090573403
830	0.05089758081
831	0.05083902194
832	0.05077354979
833	0.05068755514
834	0.05065390022
835	0.05061426815
836	0.05054685949
837	0.05052235787
838	0.05047118951
839	0.05042648729
840	0.05038075784
841	0.05033797502
842	0.05032111305
843	0.05026731518
844	0.05024548515
845	0.05021585031
846	0.05018512889
847	0.0501395631
848	0.05006717247
849	0.05001855636
850	0.04995093798
851	0.04990198552
852	0.04983711481
853	0.04978442419
854	0.0497239885
855	0.04969041936
856	0.0496045303
857	0.04952565814
858	0.04947301817
859	0.04941919804
860	0.04939878513
861	0.04936629435
862	0.04933387443
863	0.04931436141
864	0.04930177417
865	0.04925522157
866	0.04924453759
867	0.04918258093
868	0.04915257253
869	0.049097324
870	0.04909486573
871	0.0490486977
872	0.04900230008
873	0.04897430532
874	0.04891725221
875	0.04886845974
876	0.04882651908
877	0.04882375735
878	0.04877312231
879	0.04870418031
880	0.04864466336
881	0.04860008142
882	0.04855099554
883	0.04854887898
884	0.04853440657
885	0.04851889217
886	0.04845188111
887	0.04840944008
888	0.04834824447
889	0.04832935864
890	0.04826834992
891	0.04820784436
892	0.04816177502
893	0.04811185539
894	0.04807719334
895	0.04806652472
896	0.04800987077
897	0.04798286279
898	0.04791733016
899	0.04788664063
900	0.04784981329
901	0.04779210781
902	0.04775414565
903	0.04771145023
904	0.04770261944
905	0.04768525501
906	0.04761307668
907	0.04757614353
908	0.04754083179
909	0.04753844489
910	0.04750621476
911	0.04746873305
912	0.04744522244
913	0.04739888476
914	0.0473753031
915	0.04733656569
916	0.04729099869
917	0.04723898665
918	0.04719008127
919	0.04715782125
920	0.04713085646
921	0.04708596685
922	0.04703739793
923	0.04701997655
924	0.04701113666
925	0.04694165121
926	0.04691016062
927	0.04684278045
928	0.04680669619
929	0.04678054258
930	0.04675373764
931	0.04669828458
932	0.04666860765
933	0.04661943141
934	0.04661128629
935	0.04659930934
936	0.04659700237
937	0.04659101919
938	0.04656954681
939	0.04654823748
940	0.04651310169
941	0.04649549948
942	0.04644730984
943	0.04640229619
944	0.0463901763
945	0.04634688609
946	0.04630195966
947	0.04623176833
948	0.04615817619
949	0.04611116979
950	0.04607338443
951	0.04602704461
952	0.04598542416
953	0.04593819381
954	0.04586206321
955	0.04582503896
956	0.0457634204
957	0.04573704638
958	0.04573443262
959	0.04568735094
960	0.04568511508
961	0.0456695121
962	0.04560425492
963	0.04556386812
964	0.04551879005
965	0.04550818475
966	0.0454609762
967	0.04545926105
968	0.04543238061
969	0.04540141578
970	0.04534045381
971	0.04528296898
972	0.04524102954
973	0.04521017719
974	0.04517712432
975	0.04515582302
976	0.04508977358
977	0.04506449693
978	0.04504088762
979	0.04499670798
980	0.0449641207
981	0.0449256398
982	0.04486156583
983	0.04481450861
984	0.04478649698
985	0.04474381011
986	0.04470815077
987	0.04466582645
988	0.04461749181
989	0.04459072348
990	0.04456140848
991	0.04453056832
992	0.04450138476
993	0.04444985029
994	0.0444071923
995	0.04436427767
996	0.04436158369
997	0.04432724732
998	0.04428089084
999	0.04424947777
